1,2.75177,-4.22303
2,9.36558,2.81165
3,15.573,10.8492
4,17.8157,6.51328
5,13.2228,-3.99178
6,6.83404,-15.0644
7,5.1662,-16.4905
8,6.18107,-7.73355
9,9.25385,1.56172
10,11.9195,4.50521
11,12.6175,-2.89354
12,10.686,-9.22603
13,4.33604,-7.37109
14,-2.30677,-4.61517
15,-5.71319,-5.16409
16,-7.17176,-6.69293
17,-7.37115,-7.6038
18,-7.01771,-8.30729
19,-6.12198,-9.13979
20,-0.178955,-10.1018
21,10.3625,-9.97447
22,20.808,-3.77852
23,26.3268,6.0446
24,25.4543,5.76896
25,19.3454,-4.54668
26,13.5688,-8.01184
27,12.9028,2.07971
28,13.2688,11.2084
29,12.6541,11.899
30,8.95819,9.97934
31,4.97457,7.15783
32,2.82855,0.369339
33,1.27631,-7.7416
34,1.06017,-11.2728
35,1.53855,-12.2105
36,1.95206,-10.4193
37,2.50969,-0.845473
38,8.05857,8.96198
39,17.9404,11.565
40,24.0776,8.92247
41,23.9065,3.68292
42,21.1311,-0.697442
43,19.4664,-5.06847
44,14.5096,-6.21251
45,5.29651,-4.36793
46,-4.26136,-3.53798
47,-4.09159,-4.61849
48,5.50116,-6.34344
49,14.2946,-3.43062
50,22.0878,2.99314
51,29.4101,4.49237
52,37.1927,0.799214
53,40.9674,-3.71118
54,35.4393,-2.25427
55,25.2748,5.66247
56,15.574,10.5106
57,10.8479,10.5977
58,11.7872,9.14876
59,16.7451,5.81864
60,23.3386,-1.43808
61,28.098,-11.5472
62,25.5357,-21.1604
63,16.1675,-19.6378
64,7.48009,0.42159
65,0.743061,20.3008
66,1.20378,24.0556
67,9.42412,19.543
68,19.2406,11.2696
69,23.0291,0.927837
70,18.2452,-7.49529
71,12.3705,-11.2282
72,10.3475,-11.5113
73,10.3162,-12.3236
74,8.05133,-14.6644
75,2.54909,-14.5037
76,-0.25366,-5.87831
77,3.67721,7.92764
78,8.36572,9.73855
79,9.95099,-0.354603
80,10.9416,-7.03188
81,12.9532,-4.14713
82,17.039,2.6801
83,20.8805,5.37154
84,22.7053,2.95918
85,23.8695,-3.21197
86,19.526,-0.354187
87,10.1502,8.89166
88,6.6191,11.8402
89,13.1712,7.92794
90,21.2684,-0.125002
91,24.0679,-11.1722
92,27.1794,-19.6153
93,25.0906,-12.4592
94,15.971,8.1006
95,7.11901,22.9713
96,7.20782,23.2263
97,11.4781,14.7678
98,8.54447,8.39077
99,7.45901,10.6932
100,9.26809,18.5732
101,9.9067,18.6762
102,9.82919,9.19954
103,10.9299,0.14931
104,17.2827,-2.48061
105,21.2929,-1.948
106,16.0793,-3.8175
107,8.88977,-2.93727
108,9.10241,-5.45151
109,16.9895,-12.2992
110,23.8487,-12.023
111,21.6308,-6.31114
112,15.3332,0.796859
113,10.4723,4.19985
114,8.89864,-1.79168
115,10.0522,-7.23614
116,13.0854,-4.20162
117,19.4238,1.49657
118,25.7806,4.75576
119,26.6735,5.68123
120,17.996,7.68468
121,5.28603,12.1356
122,-2.43032,12.9728
123,-3.96663,10.0932
124,0.605258,8.09138
125,4.5521,2.56617
126,2.91949,-6.62973
127,0.986198,-15.582
128,0.518512,-19.1495
129,0.711296,-12.2494
130,0.882993,-1.44147
131,5.25057,6.3686
132,12.1763,9.28384
133,17.0109,10.9382
134,14.7497,10.5011
135,6.57108,3.86673
136,-0.444419,-4.51097
137,-8.62265,-7.48239
138,-14.3536,-6.84219
139,-2.92704,-2.72387
140,16.5957,10.3799
141,18.3537,18.6971
142,7.75521,17.8612
143,6.29299,9.58846
144,11.2124,-4.21985
145,10.8691,-14.7323
146,6.53154,-17.107
147,-2.14683,-9.76289
148,-5.17019,-1.75172
149,8.10176,2.92945
150,26.5171,7.38057
151,32.6074,9.90418
152,25.3303,12.3088
153,16.072,15.2058
154,12.0427,15.1748
155,13.3521,13.3223
156,14.3982,11.9198
157,13.6396,11.2706
158,12.6231,10.7823
159,11.6007,10.1123
160,10.3692,4.30245
161,9.30267,-5.72262
162,14.0367,-10.6048
163,23.8625,-11.097
164,30.6399,-11.1932
165,36.9773,-15.3108
166,41.6295,-20.1818
167,38.9751,-23.0369
168,32.3593,-26.3345
169,23.0647,-24.64
170,16.3723,-14.6826
171,15.5663,-0.226278
172,17.2694,11.1539
173,17.4691,11.7681
174,13.9045,9.38797
175,10.1413,12.7756
176,3.41213,15.2537
177,-5.94869,15.6391
178,-5.55244,16.4066
179,3.43415,19.2954
180,1.67928,20.6878
181,-5.85781,19.0354
182,-0.442376,13.0167
183,13.7313,4.7791
184,23.6519,-1.51428
185,27.2554,-5.70226
186,27.5474,-5.65554
187,26.8212,0.0482795
188,26.7825,10.1632
189,23.436,11.0264
190,14.933,3.70796
191,4.66506,-0.96738
192,-1.18886,2.54946
193,3.75052,10.4753
194,18.0178,10.6912
195,36.0811,4.40203
196,49.1372,-2.00589
197,59.5042,-5.38223
198,64.3942,-1.80627
199,66.0279,6.64712
200,64.8425,8.20981
201,57.7493,1.74781
202,58.7178,-3.84017
203,63.0565,-7.40945
204,55.9311,-13.5313
205,47.0903,-20.1341
206,43.8541,-21.5337
207,37.7262,-22.0571
208,35.0916,-24.7365
209,33.6448,-22.0897
210,34.0822,-14.4357
211,43.3041,-9.80844
212,47.4128,-4.23699
213,47.6528,2.99734
214,58.7016,2.53923
215,67.7792,-0.610428
216,66.6704,-3.60945
217,63.9239,0.268325
218,62.9311,6.97374
219,60.1074,11.4931
220,56.3363,16.7932
221,48.4618,16.0189
222,40.2028,13.9002
223,35.5236,9.03329
224,32.3043,-0.124024
225,29.158,-9.36199
226,27.9383,-13.9609
227,28.6676,-14.0194
228,27.8231,-13.6822
229,15.2978,-11.0572
230,2.80872,-8.47816
231,2.16442,-8.21424
232,3.14405,-8.46476
233,3.90194,-8.72161
234,4.52416,-8.99312
235,4.66657,-8.83607
236,3.46424,-7.89736
237,1.55986,-12.7942
238,-4.29072,-22.2064
239,-5.49706,-29.189
240,-1.96717,-23.008
241,-2.79377,-0.549929
242,-8.34436,20.3138
243,-12.3583,23.0593
244,-11.8471,23.0625
245,-12.0793,33.4958
246,-12.1142,42.7056
247,-3.5493,43.6867
248,11.9983,38.2305
249,18.1233,33.0577
250,18.279,29.7552
251,17.4369,24.6952
252,9.76039,18.4858
253,-2.50221,14.0115
254,-8.09649,9.46563
255,0.238898,2.40474
256,14.894,-7.40651
257,22.6427,-12.5462
258,24.2392,-7.74224
259,23.2334,4.77193
260,24.743,17.7803
261,31.0064,22.3553
262,35.2937,24.5062
263,34.8622,31.2341
264,31.8652,29.8019
265,29.6686,19.7588
266,23.7632,15.2506
267,17.0163,19.8073
268,16.1162,27.1834
269,14.953,28.7332
270,14.4766,18.4205
271,12.1874,5.42772
272,7.82098,0.878432
273,7.56544,0.943412
274,8.11881,1.00933
275,8.60079,0.974787
276,13.9913,2.24008
277,22.8681,6.86206
